MHA.code;BPS.code;GEO.code;Province;Regency.City;IRBI.2018;IRBI.2019;IRBI.2020;IRBI.2021;Prod.2018;Prod.2019;Prod.2020;Prod.2021
7173;7173;176200;Sulawesi Utara;Kota Tomohon;119.2;119.2;119.2;119.2;47.1;59.04;44.84;52.91
7174;7174;176300;Sulawesi Utara;Kota Kotamobagu;76;76;76;74.83;42.09;45.49;37.56;44.41
7201;7202;180400;Sulawesi Tengah;Banggai;163.2;163.2;163.2;163.2;39.2;43.58;42.12;43.46
7202;7204;180300;Sulawesi Tengah;Poso;132.24;121.14;121.14;118.85;52.15;49.26;39.3;43.14
7203;7205;180200;Sulawesi Tengah;Donggala;157.13;157.13;157.13;166.75;45.6;40.82;48.29;46.64
7204;7206;180600;Sulawesi Tengah;Toli Toli;159.2;159.2;159.2;159.2;46.34;44.98;56.04;47.54
7205;7207;180500;Sulawesi Tengah;Buol;149.6;149.6;149.6;149.6;42.43;53.85;41.57;41.43
7206;7203;180700;Sulawesi Tengah;Morowali;177.2;173.8;173.8;174.82;43.09;42.76;45.6;50.7
7207;7201;180100;Sulawesi Tengah;Banggai Kepulauan;163.2;163.2;163.2;163.2;46.05;45.4;45.23;37.54
7208;7208;180800;Sulawesi Tengah;Parigi Moutong;108.39;108.39;108.39;108.39;39.3;40.9;45.81;52.7
7209;7209;180900;Sulawesi Tengah;Tojo Una Una;137.6;137.6;137.6;137.6;50.03;47.92;44.2;40.79
7210;7210;181000;Sulawesi Tengah;Sigi;52.16;48.13;48.13;51;45.36;43.71;44.81;50.55
7211;7211;181100;Sulawesi Tengah;Banggai Laut;163.2;163.2;163.2;163.2;45.6;45.02;;
7212;7212;181200;Sulawesi Tengah;Morowali Utara;177.2;177.2;177.2;174.82;;;44.17;44.42
7271;7271;186000;Sulawesi Tengah;Kota Palu;162.7;162.7;162.7;168.25;42.91;42.64;43.89;45.72
7301;7301;191300;Sulawesi Selatan;Kepulauan Selayar;155.2;155.2;155.2;155.2;46.47;39.16;46.43;66.46
7302;7302;191100;Sulawesi Selatan;Bulukumba;163.2;163.2;163.2;163.2;50.62;46.28;43.09;49.2
7303;7303;191000;Sulawesi Selatan;Bantaeng;107.73;107.73;107.73;102.2;50.78;49.61;51.35;53.21
7304;7304;190500;Sulawesi Selatan;Jeneponto;151.2;151.2;151.2;151.2;55.78;47.14;45.32;56.25
7305;7305;190400;Sulawesi Selatan;Takalar;135.04;135.04;135.04;131.33;42.45;43.4;38.61;36.84
7306;7306;190300;Sulawesi Selatan;Gowa;128.86;115.42;115.42;106.27;50.94;49.1;47.77;47.97
7307;7307;191200;Sulawesi Selatan;Sinjai;165.6;165.6;165.6;165.6;49.22;43.99;44.34;45.75
7308;7311;190700;Sulawesi Selatan;Bone;191.2;191.2;191.2;183.85;48.1;45.61;47.01;48.91
7309;7308;190100;Sulawesi Selatan;Maros;157.93;157.93;157.93;157.93;46.36;46.99;44.14;51.27
7310;7309;190200;Sulawesi Selatan;Pangkajene Kepulauan;168.4;168.4;168.4;168.4;43.97;46.18;49.54;48.34
7311;7310;190600;Sulawesi Selatan;Barru;180.4;180.4;180.4;162.65;53.79;58.32;61;57.16
7312;7312;190900;Sulawesi Selatan;Soppeng;131.2;131.2;131.2;131.2;53.36;53.92;56.71;56.7
7313;7313;190800;Sulawesi Selatan;Wajo;179.2;179.2;179.2;179.2;46.05;48.46;43.73;50.13
7314;7314;191500;Sulawesi Selatan;Sidenreng Rappang;119.2;119.2;119.2;119.2;58.27;55.33;49.91;53.67
7315;7315;191400;Sulawesi Selatan;Pinrang;179.2;179.2;179.2;161.57;59.58;60.17;55.8;60.41
7316;7316;191600;Sulawesi Selatan;Enrekang;150;150;150;144.23;52.21;45.9;48.38;47.63
7317;7317;191700;Sulawesi Selatan;Luwu;192.23;192.23;192.23;187.71;48.98;54.9;48.57;51.48
7318;7318;191800;Sulawesi Selatan;Tana Toraja;150;150;150;150;43.77;43.88;47;47.53
7322;7322;192400;Sulawesi Selatan;Luwu Utara;185.25;185.25;185.25;169.57;47.6;46.09;39.53;51.33
7324;7325;192600;Sulawesi Selatan;Luwu Timur;202;202;202;195.1;53.29;50.78;58.9;59.92
7326;7326;192700;Sulawesi Selatan;Toraja Utara;150;150;150;150;40.25;45.3;43.78;43.73
7371;7371;196000;Sulawesi Selatan;Kota Makassar;131.78;131.78;131.78;127.18;48.18;47.89;44.89;43.19
7372;7372;196100;Sulawesi Selatan;Kota Pare Pare;155.2;155.2;155.2;155.2;57.55;46.06;43.52;43.66
7373;7373;196200;Sulawesi Selatan;Kota Palopo;211.2;211.2;211.2;198.94;62.76;64.17;53.75;63.93
7401;7404;200400;Sulawesi Tenggara;Kolaka;129.85;129.85;129.85;132.84;42.58;44.68;46.97;46.19
7402;7403;200100;Sulawesi Tenggara;Konawe;153.19;153.19;153.19;159.31;37.36;38.27;40.08;38.53
7403;7402;200200;Sulawesi Tenggara;Muna;174.4;174.4;174.4;174.4;32.64;27.63;25.22;34.2
7404;7401;200300;Sulawesi Tenggara;Buton;155.93;155.93;155.93;158.47;36.48;34.11;28.06;35.92
7405;7405;200500;Sulawesi Tenggara;Konawe Selatan;176.8;176.8;176.8;168.79;31.46;33.87;32.06;39.07
7406;7406;200700;Sulawesi Tenggara;Bombana;178.8;178.8;178.8;178.8;42.43;43.85;43.19;47.97
7407;7407;200600;Sulawesi Tenggara;Wakatobi;135.6;135.6;135.6;135.6;;;;
7408;7408;200800;Sulawesi Tenggara;Kolaka Utara;151.32;151.32;151.32;151.89;39.39;41.68;43.85;40.14
7409;7410;200900;Sulawesi Tenggara;Konawe Utara;172.4;172.4;172.4;162.39;28.95;36.71;33.93;35.2
7410;7409;201000;Sulawesi Tenggara;Buton Utara;169.6;169.6;169.6;169.6;36.34;29.77;31.26;35.85
7411;7411;201100;Sulawesi Tenggara;Kolaka Timur;127.35;127.35;127.35;130.25;44.13;42.39;45.11;45.5
7412;7412;201200;Sulawesi Tenggara;Konawe Kepulauan;146.52;146.52;146.52;159.31;37.59;38.3;38.7;41.99
7413;7413;201300;Sulawesi Tenggara;Muna Barat;174.4;174.4;174.4;174.4;33.22;35.8;35.14;38.45
7414;7414;201600;Sulawesi Tenggara;Buton Tengah;155.93;155.93;155.93;158.47;;;;40.52
7415;7415;201400;Sulawesi Tenggara;Buton Selatan;155.93;155.93;155.93;158.47;20;27.12;23.3;33.43
7471;7471;206000;Sulawesi Tenggara;Kota Kendari;128.44;128.44;128.44;116.5;35.64;39.37;33.3;33.02
7472;7472;206100;Sulawesi Tenggara;Kota Bau Bau;194.8;194.8;194.8;194.8;37.89;44.14;37.2;40.83
7501;7502;300200;Gorontalo;Gorontalo;114.92;103.21;103.21;94.04;48.27;46.64;46.89;44.98
7502;7501;300100;Gorontalo;Boalemo;122.4;122.4;122.4;122.4;42.06;43.79;44.81;45.78
7503;7504;300400;Gorontalo;Bone Bolango;147.2;147.2;147.2;147.2;54.56;49.19;48.89;59.77
7504;7503;300300;Gorontalo;Pahuwato;161.6;161.6;161.6;161.6;50.79;52.58;47.67;54.3
7505;7505;300500;Gorontalo;Gorontalo Utara;137.6;137.6;137.6;134.37;43.34;45.28;44.05;46.77
7571;7571;306000;Gorontalo;Kota Gorontalo;98.9;87.82;87.82;78.75;55.37;53.14;54.39;54.78
7601;7605;330200;Sulawesi Barat;Pasangkayu;176.8;176.8;176.8;176.8;38.66;39.13;46.73;46.21
7602;7604;330100;Sulawesi Barat;Mamuju;145.13;145.13;145.13;145.13;39.2;48.44;51.91;53.09
7603;7603;330400;Sulawesi Barat;Mamasa;154;154;154;147.02;43.44;40.04;42.32;40.68
7604;7602;330300;Sulawesi Barat;Polewali Mandar;140.81;140.81;140.81;140.81;54.93;51.07;59.33;56.75
7605;7601;330500;Sulawesi Barat;Majene;216.08;216.08;216.08;217.62;36.81;44.1;41.82;51.23
7606;7606;330600;Sulawesi Barat;Mamuju Tengah;166.13;166.13;166.13;161.71;44.14;51.07;47.01;47.87
8101;8103;210100;Maluku;Maluku Tengah;154.81;154.81;154.81;154.81;35.52;38.59;40.97;39.9
8102;8102;210200;Maluku;Maluku Tenggara;169;169;169;172.06;21.07;17.37;18.15;33.4
8103;8101;210400;Maluku;Kepulauan Tanimbar;181.2;181.2;181.2;181.2;27.45;28.06;12.32;38.6
8104;8104;210300;Maluku;Buru;133.55;136.55;136.55;135.08;43.51;38.22;37.52;42.3
8105;8107;210600;Maluku;Seram Bagian Timur;114.73;114.73;114.73;125.19;39.93;37.37;35.73;37.7
8106;8106;210500;Maluku;Seram Bagian Barat;170.18;170.18;170.18;170.18;43.27;30.86;32.83;49.2
8107;8105;210700;Maluku;Kepulauan Aru;186;186;186;186;;;;
8108;8108;210800;Maluku;Maluku Barat Daya;223.2;223.2;223.2;223.2;40.16;17.2;18.33;33.5
8109;8109;210900;Maluku;Buru Selatan;155.2;155.2;155.2;155.2;;;;
8171;8171;216000;Maluku;Kota Ambon;109.59;105.02;105.02;98.33;;;;
8172;8172;216100;Maluku;Kota Tual;168;168;168;168;;;;
8201;8201;270300;Maluku Utara;Halmahera Barat;143.18;143.18;143.18;143.55;30;31.25;32.38;36.67
8202;8202;270200;Maluku Utara;Halmahera Tengah;75.2;75.2;75.2;75.2;45.57;40.29;38.18;35.41
8203;8205;270400;Maluku Utara;Halmahera Utara;170.58;162.74;162.74;155.67;38.75;29.46;35;39.53
8204;8204;270500;Maluku Utara;Halmahera Selatan;213.82;213.82;213.82;216.99;37.87;34.98;36.47;39.52
8205;8203;270700;Maluku Utara;Kepulauan Sula;152.37;152.37;152.37;157.17;31.78;23.64;33.21;29.62
8206;8206;270600;Maluku Utara;Halmahera Timur;173.2;173.2;173.2;173.2;32.25;33.69;49.23;33.35
8207;8207;270800;Maluku Utara;Pulau Morotai;119.61;118.44;118.44;120.36;19.08;30.82;34.11;47.76
8208;8208;270100;Maluku Utara;Pulau Taliabu;152.37;152.37;152.37;161.05;38.57;0;;
8271;8271;276000;Maluku Utara;Kota Ternate;111.93;104.49;104.49;101.89;0;0;;
8272;8272;276100;Maluku Utara;Kota Tidore Kepulauan;159.9;159.9;159.9;161.25;36;27.25;37.82;
9101;9401;250700;Papua;Merauke;170;170;170;170;42.62;43.77;31.4;44.27
9102;9402;250800;Papua;Jayawijaya;115.2;115.2;115.2;115.2;40.65;37.86;31.32;34.21
9103;9403;250100;Papua;Jayapura;203.2;203.2;203.2;203.2;40.84;39.29;33.62;43.22
9104;9404;250900;Papua;Nabire;162.06;162.06;162.06;162.06;41.74;41.44;31.89;41.91
9105;9408;250300;Papua;Kepulauan Yapen;83.48;83.48;83.48;83.48;;;;
9106;9409;250200;Papua;Biak Numfor;138.4;138.4;138.4;138.4;;;;
9107;9411;251100;Papua;Puncak Jaya;117.2;117.2;117.2;117.2;;;;
9108;9410;251000;Papua;Paniai;116.8;116.8;116.8;116.8;;;;
9109;9412;251200;Papua;Mimika;138.8;138.8;138.8;138.8;40.96;35.41;33.46;
9110;9419;251900;Papua;Sarmi;166.98;166.98;166.98;166.98;43.53;41.84;31.5;37.54
9111;9420;252000;Papua;Keerom;127.2;127.2;127.2;127.2;41.8;36.91;36.33;42.68
9112;9417;251700;Papua;Pegunungan Bintang;126.4;126.4;126.4;126.4;;;;
9113;9416;251600;Papua;Yahukimo;132.8;132.8;132.8;132.8;;;;
9114;9418;251800;Papua;Tolikara;114;114;114;114;;;;
9115;9426;252600;Papua;Waropen;140;140;140;140;35.89;45;34.13;43.89
9116;9413;251300;Papua;Boven Digoel;133.2;133.2;133.2;133.2;;;46.82;41.14
9117;9414;251400;Papua;Mappi;126.4;126.4;126.4;126.4;;27.14;36.1;
9118;9415;251500;Papua;Asmat;123.2;123.2;123.2;123.2;;;;
9119;9427;252700;Papua;Supiori;92.4;92.4;92.4;92.4;;;;
9120;9428;252800;Papua;Mamberamo Raya;165.6;165.6;165.6;165.6;;;;
9121;9431;253100;Papua;Mamberamo Tengah;44.8;44.8;44.8;44.8;;;;
9122;9432;253200;Papua;Yalimo;95.6;95.6;95.6;95.6;;;;
9123;9430;253000;Papua;Lanny Jaya;91.2;91.2;91.2;91.2;;;;
9124;9429;252900;Papua;Nduga;96.4;96.4;96.4;96.4;;;;
9125;9433;253300;Papua;Puncak;99.6;99.6;99.6;99.6;;;;
9126;9434;253400;Papua;Dogiyai;123.6;123.6;123.6;123.6;;;;
9127;9435;253600;Papua;Intan Jaya;67.2;67.2;67.2;67.2;;;;
9128;9436;253500;Papua;Deiyai;108.4;108.4;108.4;108.4;;;;
9171;9471;256000;Papua;Kota Jayapura;143.94;143.94;143.94;128.86;43.59;40.38;31.33;35.86
9201;9107;320700;Papua Barat;Sorong;183.2;183.2;183.2;183.2;34.18;34.4;24.05;33.66
9202;9105;320500;Papua Barat;Manokwari;146.96;146.96;146.96;146.96;28.49;41.79;32.9;40.48
9203;9101;320100;Papua Barat;Fak Fak;105.2;105.2;105.2;105.2;;41.63;36.74;
9204;9106;320600;Papua Barat;Sorong Selatan;178.8;178.8;178.8;178.8;;48.98;;39.1
9205;9108;320800;Papua Barat;Raja Ampat;135.75;135.75;135.75;153.91;30;41.63;27.16;27.67
9206;9104;320400;Papua Barat;Teluk Bintuni;166.8;166.8;166.8;166.8;23.03;35.81;35.28;37.9
9207;9103;320300;Papua Barat;Teluk Wondama;147.2;147.2;147.2;143.74;30;42.66;32.12;38.91
9208;9102;320200;Papua Barat;Kaimana;122;122;122;122;;;;
9209;9109;320500;Papua Barat;Tambrauw;118.4;118.4;118.4;118.4;;;;
9210;9110;321000;Papua Barat;Maybrat;88;88;88;88;;;;
9211;9111;321200;Papua Barat;Manokwari Selatan;152.06;152.06;152.06;160.35;28.8;53.77;36.58;55.42
9212;9112;321100;Papua Barat;Pegunungan Arfak;152.06;152.06;152.06;160.35;;;;
9271;9171;326000;Papua Barat;Kota Sorong;176.25;176.25;176.25;176.25;;;;
